country,date,year,month,cases,date_lab,who_region,who_region_long,iso3,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
Nicaragua,2024-09-01T00:00:00Z,2024,Sep,10999.010998999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024-10-01T00:00:00Z,2024,Oct,9946.009945999991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024-11-01T00:00:00Z,2024,Nov,8261.00826100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2024-12-01T00:00:00Z,2024,Dec,6754.026624296515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2025-01-01T00:00:00Z,2025,Jan,5702.472782781444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-01-01T00:00:00Z,2024,Jan,2553.002553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-02-01T00:00:00Z,2024,Feb,1216.0012159999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-03-01T00:00:00Z,2024,Mar,891.0008910000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-04-01T00:00:00Z,2024,Apr,1032.0010320000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-05-01T00:00:00Z,2024,May,1183.0011829999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-06-01T00:00:00Z,2024,Jun,2268.002268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-07-01T00:00:00Z,2024,Jul,6839.006839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-08-01T00:00:00Z,2024,Aug,6687.006686999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-09-01T00:00:00Z,2024,Sep,5861.005860999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-10-01T00:00:00Z,2024,Oct,3558.0035580000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-11-01T00:00:00Z,2024,Nov,2782.0027819999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2024-12-01T00:00:00Z,2024,Dec,2203.637082981906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2025-01-01T00:00:00Z,2025,Jan,2425.6010123581445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2025-02-01T00:00:00Z,2025,Feb,1397.8305047360168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2025-03-01T00:00:00Z,2025,Mar,1331.6933373642346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2025-04-01T00:00:00Z,2025,Apr,931.4711428559149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2025-05-01T00:00:00Z,2025,May,776.9922115761938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-01-01T00:00:00Z,2024,Jan,97747.09774699999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-02-01T00:00:00Z,2024,Feb,69931.069931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-03-01T00:00:00Z,2024,Mar,50768.05076799999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-04-01T00:00:00Z,2024,Apr,42326.042325999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-05-01T00:00:00Z,2024,May,14686.01468599998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-06-01T00:00:00Z,2024,Jun,5637.005637000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-07-01T00:00:00Z,2024,Jul,2208.002207999991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-08-01T00:00:00Z,2024,Aug,1345.001344999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-09-01T00:00:00Z,2024,Sep,1913.0019130000146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-10-01T00:00:00Z,2024,Oct,2399.00239899999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-11-01T00:00:00Z,2024,Nov,3414.003413999977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2024-12-01T00:00:00Z,2024,Dec,-86645.0309988602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2025-01-01T00:00:00Z,2025,Jan,1364.2942277813063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2025-02-01T00:00:00Z,2025,Feb,57.67601697910163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2025-03-01T00:00:00Z,2025,Mar,249.90257386341045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2025-04-01T00:00:00Z,2025,Apr,176.13578023937066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,2025-05-01T00:00:00Z,2025,May,414.0637130491855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-01-01T00:00:00Z,2024,Jan,12313.012313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-02-01T00:00:00Z,2024,Feb,37992.037992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-03-01T00:00:00Z,2024,Mar,70071.070071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-04-01T00:00:00Z,2024,Apr,97460.09746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-05-01T00:00:00Z,2024,May,32773.032772999984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-06-01T00:00:00Z,2024,Jun,7760.007760000008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-07-01T00:00:00Z,2024,Jul,3144.0031439999875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-08-01T00:00:00Z,2024,Aug,1845.0018449999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-09-01T00:00:00Z,2024,Sep,2466.0024660000345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-10-01T00:00:00Z,2024,Oct,2797.0027969999937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-11-01T00:00:00Z,2024,Nov,5450.005449999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2024-12-01T00:00:00Z,2024,Dec,4809.67124697438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2025-01-01T00:00:00Z,2025,Jan,6550.492852606307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2025-02-01T00:00:00Z,2025,Feb,5322.385025153277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2025-03-01T00:00:00Z,2025,Mar,8001.057541692568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2025-04-01T00:00:00Z,2025,Apr,7043.580323751001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2025-05-01T00:00:00Z,2025,May,1832.2391315938985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2025-06-01T00:00:00Z,2025,Jun,1679.393704461043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-01-01T00:00:00Z,2024,Jan,284.00028399999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-02-01T00:00:00Z,2024,Feb,226.000226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-03-01T00:00:00Z,2024,Mar,222.000222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-04-01T00:00:00Z,2024,Apr,341.00034099999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-05-01T00:00:00Z,2024,May,384.00038399999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-06-01T00:00:00Z,2024,Jun,417.00041699999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-07-01T00:00:00Z,2024,Jul,739.0007389999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-08-01T00:00:00Z,2024,Aug,593.0005930000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-09-01T00:00:00Z,2024,Sep,923.0009230000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-10-01T00:00:00Z,2024,Oct,721.0007209999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-11-01T00:00:00Z,2024,Nov,589.0005890000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2024-12-01T00:00:00Z,2024,Dec,648.9945610000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2025-01-01T00:00:00Z,2025,Jan,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2025-02-01T00:00:00Z,2025,Feb,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2025-03-01T00:00:00Z,2025,Mar,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2025-04-01T00:00:00Z,2025,Apr,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,2025-05-01T00:00:00Z,2025,May,211.03862125582395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-01-01T00:00:00Z,2024,Jan,76.00007599999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-02-01T00:00:00Z,2024,Feb,29.000028999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-03-01T00:00:00Z,2024,Mar,9.000009000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-04-01T00:00:00Z,2024,Apr,7.0000069999999965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-05-01T00:00:00Z,2024,May,14.000014000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-06-01T00:00:00Z,2024,Jun,6.000005999999985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-07-01T00:00:00Z,2024,Jul,7.000007000000011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-08-01T00:00:00Z,2024,Aug,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-09-01T00:00:00Z,2024,Sep,3.0000029999999924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-10-01T00:00:00Z,2024,Oct,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-11-01T00:00:00Z,2024,Nov,6.000005999999985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2024-12-01T00:00:00Z,2024,Dec,16.000016000000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2025-01-01T00:00:00Z,2025,Jan,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2025-02-01T00:00:00Z,2025,Feb,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2025-03-01T00:00:00Z,2025,Mar,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2025-04-01T00:00:00Z,2025,Apr,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Barthelemy,2025-05-01T00:00:00Z,2025,May,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-01-01T00:00:00Z,2024,Jan,118.00011799999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-02-01T00:00:00Z,2024,Feb,19.00001900000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-03-01T00:00:00Z,2024,Mar,13.000012999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-04-01T00:00:00Z,2024,Apr,3.0000029999999924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-05-01T00:00:00Z,2024,May,22.000022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-06-01T00:00:00Z,2024,Jun,23.000023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-07-01T00:00:00Z,2024,Jul,4.00000399999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-08-01T00:00:00Z,2024,Aug,4.000004000000018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-09-01T00:00:00Z,2024,Sep,14.000013999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-10-01T00:00:00Z,2024,Oct,21.000021000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-11-01T00:00:00Z,2024,Nov,8.00000799999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2024-12-01T00:00:00Z,2024,Dec,3.999751000000032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2025-01-01T00:00:00Z,2025,Jan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2025-02-01T00:00:00Z,2025,Feb,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2025-03-01T00:00:00Z,2025,Mar,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2025-04-01T00:00:00Z,2025,Apr,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2025-05-01T00:00:00Z,2025,May,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,2025-06-01T00:00:00Z,2025,Jun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-01-01T00:00:00Z,2024,Jan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-02-01T00:00:00Z,2024,Feb,4.000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-03-01T00:00:00Z,2024,Mar,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-04-01T00:00:00Z,2024,Apr,1.0000010000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-05-01T00:00:00Z,2024,May,2.0000019999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-06-01T00:00:00Z,2024,Jun,6.000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-07-01T00:00:00Z,2024,Jul,9.000008999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-08-01T00:00:00Z,2024,Aug,38.000038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-09-01T00:00:00Z,2024,Sep,217.000217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-10-01T00:00:00Z,2024,Oct,118.00011799999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-11-01T00:00:00Z,2024,Nov,14.000014000000021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2024-12-01T00:00:00Z,2024,Dec,22.99959100000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2025-01-01T00:00:00Z,2025,Jan,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2025-02-01T00:00:00Z,2025,Feb,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2025-03-01T00:00:00Z,2025,Mar,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2025-04-01T00:00:00Z,2025,Apr,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2025-05-01T00:00:00Z,2025,May,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,2025-06-01T00:00:00Z,2025,Jun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-01-01T00:00:00Z,2024,Jan,226.00022599999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-02-01T00:00:00Z,2024,Feb,169.000169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-03-01T00:00:00Z,2024,Mar,44.000044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-04-01T00:00:00Z,2024,Apr,30.00002999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-05-01T00:00:00Z,2024,May,46.000046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-06-01T00:00:00Z,2024,Jun,40.00004000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-07-01T00:00:00Z,2024,Jul,6.000005999999985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-08-01T00:00:00Z,2024,Aug,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-09-01T00:00:00Z,2024,Sep,6.000005999999985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-10-01T00:00:00Z,2024,Oct,39.000039000000015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-11-01T00:00:00Z,2024,Nov,10.000009999999975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2024-12-01T00:00:00Z,2024,Dec,8.00000799999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2025-01-01T00:00:00Z,2025,Jan,53.000052999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2025-02-01T00:00:00Z,2025,Feb,17.000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2025-03-01T00:00:00Z,2025,Mar,18.000017999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2025-04-01T00:00:00Z,2025,Apr,32.000032000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),2025-05-01T00:00:00Z,2025,May,24.000023999999982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-01-01T00:00:00Z,2024,Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-02-01T00:00:00Z,2024,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-03-01T00:00:00Z,2024,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-04-01T00:00:00Z,2024,Apr,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-05-01T00:00:00Z,2024,May,9.000008999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-06-01T00:00:00Z,2024,Jun,7.000006999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-07-01T00:00:00Z,2024,Jul,30.000029999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-08-01T00:00:00Z,2024,Aug,27.000027000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-09-01T00:00:00Z,2024,Sep,846.0008459999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-10-01T00:00:00Z,2024,Oct,46.000046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-11-01T00:00:00Z,2024,Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2024-12-01T00:00:00Z,2024,Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
